No immediate word on injuries as several impacts reported in Tel Aviv area	['irrelevant']	[[0.75477429 0.24522571]] 
IDF says Israeli warship in the Red Sea has downed 5 Iranian drones in past day	['relevant']	[[0.21480726 0.78519274]] 
Sirens activated as IDF says fresh Iranian missile barrage fired at Israel	['relevant']	[[0.22978257 0.77021743]] 
NYT: Iran’s air defenses continuously fire in Tehran neighborhood where supreme leader, president live	['irrelevant']	[[0.6120021 0.3879979]] 
MDA says 63 hurt, including one critically in Iranian missile barrage	['irrelevant']	[[0.56062005 0.43937995]] 
IDF says it downed suspicious aerial target which triggered sirens in Eilat; two others shot down after sirens in Arava	['relevant']	[[0.17285231 0.82714769]] 
Drone infiltration sirens sound in southern communities	['irrelevant']	[[0.70346393 0.29653607]] 
Caitlyn Jenner drinks wine in bomb shelter amid Iran’s missile attack	['irrelevant']	[[0.73999166 0.26000834]] 
Sirens blare warning of suspected drone attack in Eilat	['irrelevant']	[[0.61876417 0.38123583]] 
Iranian UN envoy claims 78 killed in Israeli strikes	['relevant']	[[0.40886449 0.59113551]] 
Iran’s state media says missile defenses activated in Tehran amid fresh strikes	['relevant']	[[0.39837584 0.60162416]] 
US tells UNSC that Israel informed DC before strikes on Iran that they were necessary for self-defense	['relevant']	[[0.36849003 0.63150997]] 
Judge denies release request for pro-Palestinian activist Khalil	['relevant']	[[0.49267404 0.50732596]] 
IDF releases footage of interception of Iranian drone from earlier today	['relevant']	[[0.32058226 0.67941774]] 
Qatar says emir and Trump discussed de-escalating Israel-Iran conflict during phone call	['irrelevant']	[[0.63030062 0.36969938]] 
Oil prices jump 7% as Israel, Iran trade air strikes	['irrelevant']	[[0.6109234 0.3890766]] 
IDF rescues civilian trapped in Tel Aviv area building hit by Iran missile	['relevant']	[[0.39079601 0.60920399]] 
Iran’s foreign minister says calls for restraint are ‘unjustified’	['irrelevant']	[[0.56564654 0.43435346]] 
Iranian official warns Israel against hitting vital infrastructure — state media	['irrelevant']	[[0.66962866 0.33037134]] 
IDF says it hit two airbases in western Iran earlier today	['relevant']	[[0.22488597 0.77511403]] 
Iran claims limited damage to Fordo, Isfahan nuclear sites after Israeli attack	['relevant']	[[0.3688903 0.6311097]] 
Iran airspace to remain closed until Saturday — state media	['irrelevant']	[[0.55591709 0.44408291]] 
Iran’s above-ground enrichment plant at Natanz destroyed, IAEA chief says	['relevant']	[[0.46310288 0.53689712]] 
MDA raises injury count from Iran missile attack to 35, with one in critical condition	['irrelevant']	[[0.63536575 0.36463425]] 
Netanyahu to Iranian people: We hope our operation will clear path for your freedom	['irrelevant']	[[0.57778039 0.42221961]] 
Dog rescued from Tel Aviv building struck by Iranian missile	['irrelevant']	[[0.80300193 0.19699807]] 
Trump, Netanyahu hold phone call amid Israel-Iran conflict, White House official says	['irrelevant']	[[0.60707969 0.39292031]] 
IDF says fewer than 100 missiles fired by Iran in two barrages	['relevant']	[[0.24234833 0.75765167]] 
Trump speaks with MBS about ‘need for de-escalation’ between Israel and Iran, Saudi readout says	['irrelevant']	[[0.59341607 0.40658393]] 
MDA raises injury count from Iran missiles barrages to 22; two seriously wounded	['irrelevant']	[[0.65283015 0.34716985]] 
PM huddles underground with security chiefs, ministers to discuss response to Iranian missile barrages	['irrelevant']	[[0.67848083 0.32151917]] 
2 rescued after being trapped in Tel Aviv area building hit by missile	['irrelevant']	[[0.55537648 0.44462352]] 
Macron says Iran responsible for destabilizing region	['relevant']	[[0.49576923 0.50423077]] 
IDF says civilians can leave bomb shelters, but should remain nearby them until further notice	['relevant']	[[0.236644 0.763356]] 
IDF estimates that Iran has fired 150 missiles at Israel in two barrages	['relevant']	[[0.37365286 0.62634714]] 
Katz says Ayatollah regime ‘crossed red lines’ with barrages at civilian centers, will pay heavy price	['relevant']	[[0.46492867 0.53507133]] 
